nickname,world_name,character_class,character_level,character_exp_rate,character_date_create,dojang_best_floor,dojang_best_time,popularity,최소 스탯공격력,최대 스탯공격력,데미지,보스 몬스터 데미지,최종 데미지,방어율 무시,크리티컬 확률,크리티컬 데미지,상태이상 내성,스탠스,방어력,이동속도,점프력,스타포스,아케인포스,어센틱포스,STR,DEX,INT,LUK,HP,MP,AP 배분 STR,AP 배분 DEX,AP 배분 INT,AP 배분 LUK,AP 배분 HP,AP 배분 MP,아이템 드롭률,메소 획득량,버프 지속시간,공격 속도,일반 몬스터 데미지,재사용 대기시간 감소 (초),재사용 대기시간 감소 (%),재사용 대기시간 미적용,속성 내성 무시,상태이상 추가 데미지,무기 숙련도,추가 경험치 획득,공격력,마력,전투력,소환수 지속시간 증가,force_sum,force_mean,force_min
도깨비감투,베라,스트라이커,293,95.825,2018-01-03T00:00+09:00,58,838,295,81851243,90945824,74.00,293.00,37.71,87.47,99,128.10,74,100,99999,160,123,288,1350,760,65564,7226,5221,4788,73582,34529,1483,4,4,4,0,0,246,143,55,5,106.00,2,6,7,5.00,0.00,90,260.00,8285,1871,201880003,10,2080.0,160.0,100.0
챠분,스카니아,엔젤릭버스터,291,55.731,2020-09-03T00:00+09:00,86,872,557,227367794,239334519,86.00,540.00,75.25,97.37,90,119.50,84,100,81119,165,123,389,1350,760,13729,101867,9257,10198,56651,32652,4,1473,4,4,0,0,26,30,99,5,12.00,4,6,7,5.00,14.00,95,180.00,10254,2650,678081706,0,2080.0,160.0,100.0
신피,루나,메르세데스,294,55.824,2020-06-26T00:00+09:00,91,881,840,115935889,134809171,114.00,353.00,74.69,92.83,169,116.40,69,100,53805,165,123,311,1380,760,8282,67283,5371,4928,50862,34152,4,1488,4,4,0,0,265,150,75,4,116.00,2,6,0,5.00,6.00,86,283.00,9999,2147,247355280,10,2080.0,160.0,100.0
차형주,크로아,비숍,295,87.174,2017-11-02T00:00+09:00,91,899,992,85116518,89596334,71.00,338.00,68.25,87.48,113,86.50,70,100,31693,160,123,335,1370,760,6310,6510,71209,10763,72343,95570,4,4,1493,4,0,-142,276,145,185,4,103.00,0,6,0,15.00,0.00,95,307.50,2462,8779,233568400,0,2080.0,160.0,100.0
레미디오스,크로아,"아크메이지(썬,콜)",294,87.483,2016-07-15T00:00+09:00,82,897,421,92378225,97240235,127.00,301.00,54.00,92.11,90,96.80,65,100,24501,160,123,274,1350,760,4292,5218,64148,7420,61577,92898,4,4,1488,4,0,-176,246,146,200,4,99.00,0,6,0,15.00,0.00,95,260.00,2212,8780,215710648,10,2080.0,160.0,100.0
똥노비,스카니아,윈드브레이커,292,40.396,2017-02-10T00:00+09:00,83,895,2951,106082929,124803443,111.00,374.00,78.05,92.01,122,103.10,70,100,56131,160,123,281,1350,770,8747,68670,6002,4489,66120,36755,4,1478,4,4,-430,-224,242,152,55,4,103.00,5,6,7,5.00,0.00,85,264.00,9016,2009,235195346,12,2090.0,160.76923076923077,110.0
애앙,스카니아,호영,292,88.337,2020-07-20T00:00+09:00,91,886,591,112235441,124706043,112.00,601.00,99.56,97.86,88,160.90,59,100,51040,160,123,286,1350,750,5919,9307,6171,64600,70887,36403,4,4,4,1478,0,0,325,185,75,6,19.00,3,6,7,5.00,6.00,90,240.00,8470,1972,285830204,42,2070.0,159.23076923076923,90.0
근거,오로라,팔라딘,291,42.78,2014-01-06T00:00+09:00,58,847,122,118393229,131548031,66.00,560.00,54.00,96.44,94,123.40,69,100,99999,160,123,407,1360,750,98357,14797,11119,11365,100668,29719,1473,4,4,4,350,-231,25,30,57,4,12.00,3,6,7,5.00,14.00,90,166.00,9407,2564,618177567,0,2070.0,159.23076923076923,90.0
티레사,엘리시움,메르세데스,294,6.958,2011-07-21T00:00+09:00,92,880,1161,157526183,183169978,133.00,393.00,74.69,93.28,165,126.10,69,100,58225,165,123,362,1350,770,9109,72578,6494,6651,41255,21713,4,1488,4,4,-330,-167,285,262,65,4,135.00,2,6,7,5.00,0.00,86,657.00,11561,2266,348286429,10,2090.0,160.76923076923077,110.0
공돌,오로라,은월,291,2.833,2022-06-30T00:00+09:00,67,884,542,121002695,134447437,106.00,315.00,61.41,94.58,103,110.15,79,100,99999,160,123,283,1370,750,67811,8838,5758,5691,68388,39670,1473,4,4,4,0,0,245,144,60,5,106.00,3,6,7,5.00,0.00,90,256.00,8492,1865,217208479,5,2070.0,159.23076923076923,90.0
솔진,크로아,메르세데스,286,85.206,2011-07-21T00:00+09:00,57,837,256,155996548,183525349,101.00,559.00,73.25,95.36,200,115.40,50,100,82798,165,123,403,1350,660,15526,100238,10168,10572,48987,21612,4,1448,4,4,-412,-229,12,4,50,4,22.00,1,6,6,5.00,14.00,85,47.00,9734,2494,612380995,12,1980.0,152.30769230769232,0.0
맑음,크로아,제논,294,74.78,2013-01-12T00:00+09:00,80,884,99999,222135340,244104768,129.00,487.00,26.50,95.13,126,112.60,83,100,99999,170,123,364,1350,770,40642,48105,18504,49644,77652,54038,330,330,4,836,0,0,341,196,55,5,114.00,5,6,7,5.00,0.00,91,834.00,11598,2638,611838713,22,2090.0,160.76923076923077,110.0
밴딩모멘트,크로아,배틀메이지,291,20.982,2018-12-27T00:00+09:00,94,889,-96,100054040,104222956,105.00,485.00,74.46,97.65,110,129.45,65,100,69295,170,123,276,1350,750,5913,5462,68107,8190,157154,51839,4,4,1473,4,0,0,201,148,57,4,12.00,0,6,7,5.00,6.00,96,182.00,2373,8654,270812431,0,2060.0,158.46153846153845,80.0
독스,크로아,"아크메이지(불,독)",291,3.928,2017-06-22T00:00+09:00,83,891,1515,174076896,183238836,114.00,434.00,54.00,98.62,108,115.90,49,100,40350,170,123,435,1350,750,10076,10473,96276,14708,47925,80752,4,4,1473,4,-32,-214,35,29,171,4,12.00,5,6,7,15.00,6.00,95,271.00,3231,11589,609862763,10,2070.0,159.23076923076923,90.0
언남,루나,데몬어벤져,291,9.317,2012-12-20T00:00+09:00,90,896,271,72692900,80769888,113.00,348.00,39.15,90.84,109,82.85,25,100,41294,160,123,286,1350,740,3788,3927,1904,1970,500000,,4,4,4,4,22026,0,239,148,65,4,102.00,2,6,7,5.00,0.00,90,199.00,6260,1540,197145242,10,2060.0,158.46153846153845,80.0
겨울새,루나,"아크메이지(썬,콜)",290,13.434,2023-12-23T00:00+09:00,86,881,263,86452084,91002192,121.00,321.00,54.00,91.84,91,98.80,65,100,24659,160,123,288,1350,740,4105,4400,67738,8764,53371,89758,4,4,1468,4,0,0,221,138,197,4,90.00,0,6,3,15.00,0.00,95,215.00,2302,7966,216270698,10,2030.0,156.15384615384616,50.0
명장포마,제니스,섀도어,293,3.45,2009-11-28T00:00+09:00,90,873,3326,135863068,150958963,73.00,469.00,75.55,94.82,60,136.40,60,100,99999,170,123,429,1360,770,10197,14260,9250,99000,71979,27197,4,4,4,1483,2620,-436,27,47,91,6,63.00,5,6,7,5.00,14.00,90,187.00,9094,2351,524485484,12,2090.0,160.76923076923077,110.0
쏘마호마,스카니아,소울마스터,292,13.546,2024-01-19T00:00+09:00,84,883,21,87845066,96533039,60.00,400.00,59.50,96.75,105,107.05,85,100,99999,160,123,345,1360,730,75606,9633,5846,5775,113197,34098,1478,4,4,4,0,0,243,141,55,4,114.00,0,6,0,5.00,0.00,91,181.75,9046,2295,270804221,10,2050.0,157.69230769230768,70.0
날먹캐릭터1,스카니아,패스파인더,286,43.038,2019-06-20T00:00+09:00,56,844,140,138566592,163019518,76.00,465.00,45.20,96.32,179,87.20,87,100,99999,160,123,411,1350,630,12681,99264,8738,8492,55779,19342,4,1448,4,4,0,0,12,16,46,4,12.00,0,0,0,5.00,13.00,85,48.00,11976,2693,608761886,16,1950.0,150.0,0.0
키프로사,크로아,카인,293,62.082,2021-07-29T00:00+09:00,90,887,6082,180474086,209853585,171.00,385.00,130.59,90.00,161,153.80,80,100,79063,160,123,316,1350,750,10429,72724,7478,6698,87952,58172,4,1483,4,4,0,0,333,258,45,6,114.00,4,6,7,5.00,0.00,86,378.00,8573,2130,268300448,10,2060.0,158.46153846153845,80.0
선우뚜뚜,루나,비숍,289,70.051,2014-12-31T00:00+09:00,71,886,29,82711018,87064228,70.00,416.00,58.73,94.08,117,103.05,80,100,29990,160,123,327,1380,640,6199,6332,77017,9451,59032,81974,4,4,1463,4,0,-143,67,124,153,4,89.00,0,6,7,15.00,6.00,95,179.00,2563,8468,315368574,10,1960.0,150.76923076923077,0.0
이낑,크로아,"아크메이지(불,독)",290,28.41,2014-07-04T00:00+09:00,94,884,1034,79513021,83697915,116.00,346.00,54.00,93.41,105,101.45,49,100,20071,160,123,281,1350,750,4504,4151,61476,7181,34176,66368,4,4,1468,4,0,-213,144,91,179,4,55.00,5,6,7,15.00,0.00,95,200.00,1995,8285,219426825,10,2060.0,158.46153846153845,80.0
드러,엘리시움,데몬어벤져,291,79.25,2018-11-20T00:00+09:00,87,868,85,160593175,178436860,135.00,431.00,39.15,90.01,101,135.75,44,100,43658,160,123,407,1380,760,3896,4054,3070,3090,500000,,4,4,4,4,22026,0,49,49,127,4,99.00,2,6,7,5.00,6.00,90,277.00,8420,2365,494575300,10,2060.0,158.46153846153845,80.0
번더스내치,베라,키네시스,292,58.708,2019-10-18T00:00+09:00,81,887,501,210463840,228765041,113.00,532.00,114.29,95.33,97,129.75,77,100,36153,168,123,404,1350,750,9330,8932,96061,12396,60025,,4,4,1478,4,0,0,24,29,126,4,52.00,0,6,7,5.00,14.00,92,172.00,2899,10530,569217203,12,2060.0,158.46153846153845,80.0
귀마,루나,나이트워커,287,1.967,2023-03-31T00:00+09:00,78,880,10,230479672,271152554,124.00,515.00,39.15,97.69,104,156.05,80,100,76214,160,123,420,1350,580,9718,12722,9980,104716,49236,26910,4,4,4,1453,0,0,62,6,30,6,12.00,0,5,0,5.00,14.00,85,95.00,11518,3729,649300118,10,1900.0,146.15384615384616,0.0
직접,베라,나이트워커,290,20.476,2024-02-15T00:00+09:00,84,851,29,80984866,94168447,101.00,372.00,39.15,91.36,112,134.35,74,100,47583,160,123,307,1350,690,5212,7260,4827,62582,64653,39787,4,4,4,1468,0,0,263,138,48,6,91.00,0,6,0,5.00,0.00,86,205.00,7469,1993,212774792,28,2010.0,154.6153846153846,30.0
쪼릉,스카니아,비숍,291,97.12,2019-11-27T00:00+09:00,83,886,498,81728383,86029875,76.00,323.00,68.25,92.19,125,103.20,84,100,24075,160,123,297,1350,750,4515,4143,68322,6950,41903,83234,4,4,1473,4,0,0,269,149,187,4,103.00,0,6,0,15.00,6.00,95,342.00,2459,8639,225092820,0,2060.0,158.46153846153845,80.0
인울,크로아,윈드브레이커,292,79.527,2013-06-26T00:00+09:00,80,898,2600,129461945,152308168,112.00,457.00,78.05,96.04,135,113.05,68,100,62179,160,123,306,1350,750,9966,76015,5881,6191,56809,22729,4,1478,4,4,-504,-280,165,142,55,4,12.00,3,6,0,5.00,0.00,85,181.00,9884,2315,343086762,0,2070.0,159.23076923076923,90.0
암적,루나,나이트로드,294,78.163,2018-01-10T00:00+09:00,56,831,340,150641239,177224986,69.00,571.00,61.77,95.72,105,123.35,88,100,75299,160,123,404,1350,760,11071,14016,9134,95596,48117,20492,4,4,4,1488,0,0,26,31,87,6,12.00,0,6,0,5.00,14.00,85,195.00,9345,2655,607105142,12,2080.0,160.0,100.0
혀띵,크로아,나이트로드,294,33.073,2020-09-05T00:00+09:00,91,888,302,106289929,123592939,122.00,392.00,61.77,85.71,123,148.75,75,100,45866,160,123,242,1350,760,4047,7886,4516,62907,71638,44089,4,4,4,1488,0,0,300,147,60,6,139.00,0,6,0,5.00,6.00,86,725.50,7578,1780,216098166,0,2080.0,160.0,100.0
활쟁,스카니아,보우마스터,292,48.455,2022-03-01T00:00+09:00,91,898,353,178194192,207202547,91.00,614.00,62.19,98.61,195,159.10,49,100,81856,170,123,400,1350,760,16467,100263,10741,11844,63401,27228,4,1478,4,4,0,0,26,31,55,4,12.00,0,6,3,5.00,14.00,86,196.50,12323,3374,592381510,10,2080.0,160.0,100.0
드좌,엘리시움,은월,294,12.281,2022-07-12T00:00+09:00,93,879,188,211037781,234486421,109.75,533.00,61.41,96.76,90,132.05,65,100,99999,170,123,399,1350,760,98229,14000,8391,10230,64919,29012,1488,4,4,4,0,0,26,30,95,5,12.00,2,6,7,5.00,14.00,90,205.00,10012,2590,615951802,15,2080.0,160.0,100.0
쿠션,스카니아,나이트워커,285,94.524,2016-06-12T00:00+09:00,31,170,11,167674138,194969926,166.00,427.00,66.98,90.88,103,150.45,74,100,53018,170,123,375,1370,550,5791,8109,5795,71617,47289,20568,4,4,4,1443,-243,-119,326,237,46,6,127.00,5,6,6,5.00,0.00,86,549.00,8515,2531,281754334,10,1870.0,143.84615384615384,0.0
사교육,엘리시움,나이트로드,290,26.954,2020-06-25T00:00+09:00,95,878,92,149259460,175599364,73.00,544.00,61.77,92.97,108,133.45,59,100,70828,160,123,408,1350,740,9087,11659,8759,96418,44271,22328,4,4,4,1468,550,300,24,28,115,6,52.00,0,6,3,5.00,14.00,85,157.00,9024,2512,606953129,0,2060.0,158.46153846153845,80.0
CuisineDeYun,엘리시움,은월,287,34.663,2024-08-08T00:00+09:00,83,881,35,209771832,233079811,110.00,564.00,62.81,96.47,105,132.15,62,100,99999,160,123,411,1350,660,95643,15306,11570,11669,75033,28753,1453,4,4,4,-70,-70,34,10,50,5,12.00,0,6,7,5.00,14.00,90,182.00,10079,2740,605165849,5,1980.0,152.30769230769232,0.0
치빵파티,스카니아,히어로,289,67.126,2024-01-17T00:00+09:00,31,155,59,335592970,372881075,78.00,535.00,247.88,98.03,100,123.80,82,100,99999,160,123,411,1350,660,100037,12993,9419,8634,87811,19484,1463,4,4,4,0,0,12,10,50,4,12.00,0,6,0,5.00,13.00,90,147.00,10122,2672,605064928,10,1980.0,152.30769230769232,0.0
샌드백,크로아,미하일,292,13.86,2022-08-16T00:00+09:00,93,883,101,185136886,205707649,93.00,531.00,102.95,97.53,78,125.40,90,100,99999,160,123,397,1350,740,98577,13205,9308,7861,92983,25463,1478,4,4,4,0,0,24,28,51,5,12.00,2,6,16,5.00,14.00,90,160.00,10393,3107,604914725,10,2060.0,158.46153846153845,80.0
찌스,스카니아,"아크메이지(썬,콜)",292,20.44,2022-07-21T00:00+09:00,77,885,432,79740796,83937679,116.00,347.00,54.00,91.90,104,92.45,57,100,23753,160,123,242,1350,750,4242,4411,66556,6338,57599,95817,4,4,1478,4,0,0,203,141,186,4,95.00,0,6,0,15.00,6.00,95,190.50,2242,7715,210948516,10,2050.0,157.69230769230768,70.0
종우,엘리시움,키네시스,294,83.587,2018-03-23T00:00+09:00,74,857,13797,64797633,71997367,106.00,414.00,112.52,93.07,100,98.50,86,100,16071,160,123,174,1350,760,3306,3450,53666,4962,64106,,4,4,1488,4,0,0,41,46,125,4,59.00,2,6,7,5.00,0.00,90,220.00,1395,6240,126362164,12,2080.0,160.0,100.0
플래,스카니아,나이트워커,291,58.676,2023-07-13T00:00+09:00,53,879,27,158060937,183791784,224.00,366.00,66.98,86.43,114,122.45,75,100,47385,160,123,305,1350,750,5030,7634,3777,61906,45111,24824,4,4,4,1473,0,0,289,252,55,6,110.00,4,6,0,5.00,0.00,86,681.00,7605,2167,210661869,30,2070.0,159.23076923076923,90.0
음난,루나,다크나이트,290,43.165,2021-12-30T00:00+09:00,89,888,91,129525107,142335279,70.00,295.00,169.28,90.45,80,132.85,64,100,99999,160,123,242,1350,750,63501,8482,4894,3852,153534,58190,1468,4,4,4,0,0,345,248,75,4,91.00,5,6,12,5.00,6.00,91,797.50,7950,1894,193258670,0,2030.0,156.15384615384616,50.0
숲속소마,엘리시움,소울마스터,287,72.279,2008-12-18T00:00+09:00,0,0,2247,144070975,158319751,70.00,477.00,37.50,96.09,100,116.10,75,100,99999,168,123,416,1350,660,98293,12454,8994,9006,73270,19953,1453,4,4,4,-232,-114,36,16,69,4,12.00,3,6,6,5.00,14.00,91,155.00,12461,3222,604160289,10,1980.0,152.30769230769232,0.0
솔로만즐김,스카니아,"아크메이지(썬,콜)",290,44.187,2020-07-26T00:00+09:00,92,893,221,80754980,85005240,116.00,517.00,54.00,95.76,90,97.85,49,100,26135,160,123,264,1360,750,5209,5925,66846,9362,58037,96621,4,4,1468,4,0,0,292,81,177,4,12.00,0,6,3,15.00,6.00,95,50.00,2383,7695,268200057,10,2040.0,156.92307692307693,60.0
릴프,스카니아,패스파인더,293,30.065,2019-11-17T00:00+09:00,80,876,173,99268822,115428861,137.00,346.00,56.82,87.73,131,120.80,120,100,69343,160,123,274,1360,750,7953,67325,4851,4361,62651,30727,4,1483,4,4,0,0,288,192,65,4,152.00,2,6,7,5.00,0.00,86,487.50,8617,1766,216770697,10,2060.0,158.46153846153845,80.0
경북,루나,패스파인더,290,97.11,2019-04-03T00:00+09:00,60,881,401,101022428,118849913,115.00,540.00,45.20,98.18,195,133.95,59,100,77864,170,123,316,1360,750,10318,68897,6927,6648,70915,38054,4,1468,4,4,-200,50,313,189,55,4,19.00,5,6,7,5.00,6.00,85,138.00,10243,2690,318236532,10,2050.0,157.69230769230768,70.0
형택,크로아,나이트로드,293,67.017,2019-08-11T00:00+09:00,86,873,238,95047280,111820328,77.00,395.00,61.77,84.37,109,105.35,85,100,54863,160,123,319,1350,740,6918,9127,4992,70353,63026,38017,4,4,4,1483,0,0,244,142,58,6,106.00,0,6,0,5.00,0.00,85,237.00,7681,1893,263663848,10,2060.0,158.46153846153845,80.0
플란,루나,메르세데스,290,59.55,2011-07-21T00:00+09:00,84,880,7291,199863905,235134003,143.00,604.00,73.25,96.12,193,154.45,60,100,76204,165,123,411,1350,750,12863,96033,8935,8059,54680,21702,4,1468,4,4,-464,-268,105,41,55,4,22.00,1,6,7,5.00,14.00,85,303.00,10822,2925,603438516,10,2070.0,159.23076923076923,90.0
단정,루나,다크나이트,294,83.655,2010-06-21T00:00+09:00,89,874,981,110082150,122313498,81.00,346.00,122.75,91.52,100,119.45,64,100,99999,160,123,298,1350,750,61745,7783,4166,4658,76710,36781,1488,4,4,4,-543,266,244,143,55,4,99.00,5,6,7,5.00,13.00,90,252.00,7992,1721,220238173,10,2060.0,158.46153846153845,80.0
에츠셔터,루나,듀얼블레이더,291,35.414,2005-04-10T00:00+09:00,87,877,2852,58411745,64188730,63.00,436.00,53.95,88.80,109,80.80,60,100,85564,160,123,310,1350,760,5939,8104,5605,61729,54512,35300,4,4,4,1473,350,96,247,142,69,6,62.00,4,6,7,5.00,6.00,91,251.00,7540,1582,207168516,0,2050.0,157.69230769230768,70.0
피룽,스카니아,카인,286,50.27,2021-07-24T00:00+09:00,82,895,170,106963150,125838997,96.00,376.00,128.80,89.20,90,121.10,80,100,63342,160,123,264,1350,550,9374,59712,4848,5951,88341,58083,4,1448,4,4,0,0,221,103,50,6,94.00,2,5,7,5.00,0.00,85,86.00,8696,1719,223602567,10,1870.0,143.84615384615384,0.0
려릿,스카니아,듀얼블레이더,291,40.125,2017-07-20T00:00+09:00,75,882,81,73690286,80978334,88.00,364.00,53.95,83.67,108,111.80,75,100,75153,170,123,297,1350,750,5360,7864,4800,62262,70359,33548,4,4,4,1473,350,-161,339,254,55,6,115.00,5,6,7,5.00,0.00,91,524.00,8206,1665,227972340,10,2070.0,159.23076923076923,90.0
포그레,엘리시움,와일드헌터,286,95.697,2015-06-05T00:00+09:00,69,845,240,129059820,151835081,74.00,563.00,45.20,97.62,173,128.10,75,100,99999,170,123,412,1350,660,12491,102297,9582,9724,65186,23627,4,1448,4,4,-430,-234,12,4,65,4,12.00,0,6,7,5.00,14.00,85,122.00,10557,2564,601945981,10,1980.0,152.30769230769232,0.0
연마,스카니아,패스파인더,290,92.75,2019-07-28T00:00+09:00,75,896,194,127700839,150236280,73.00,502.00,45.20,97.45,204,91.30,59,100,99581,170,123,410,1350,750,12568,98310,9244,8436,61739,16816,4,1468,4,4,0,0,24,24,55,4,12.00,5,6,27,5.00,6.00,85,170.00,11337,2651,602633930,10,2060.0,158.46153846153845,80.0
공썩,오로라,"아크메이지(불,독)",293,9.608,2019-12-01T00:00+09:00,92,896,380,90913026,95697921,128.00,271.00,54.00,90.78,95,100.30,48,100,24701,160,123,280,1350,750,4616,4718,64672,7766,46655,94820,4,4,1483,4,0,0,248,147,192,4,96.00,5,6,3,15.00,0.00,95,340.00,2242,8524,208035586,0,2060.0,158.46153846153845,80.0
구축,크로아,아델,290,27.679,2020-01-16T00:00+09:00,85,894,210,98194634,109105146,122.00,399.00,67.31,90.42,87,100.85,59,100,99999,160,123,265,1350,720,65592,8078,4887,5483,108437,40410,1468,4,4,4,0,0,241,138,68,6,104.00,4,6,7,5.00,0.00,90,147.00,8355,1837,253418215,10,2030.0,156.15384615384616,50.0
단랑,오로라,라라,292,17.357,2021-09-03T00:00+09:00,76,899,119,205663352,214232656,89.00,474.00,108.78,97.94,89,120.20,56,100,36922,160,123,412,1350,750,8784,9417,100178,13338,62768,45086,4,4,1478,4,0,0,25,30,59,4,12.00,0,6,0,5.00,14.00,96,189.00,3020,10927,600480591,40,2070.0,159.23076923076923,90.0
타이,루나,데몬어벤져,291,83.572,2012-12-20T00:00+09:00,75,872,36908,117786136,129435312,119.00,357.00,96.55,85.51,130,95.75,96,100,39094,160,123,282,1350,740,3517,3510,1900,1670,500000,,4,4,4,4,22026,0,282,257,40,4,106.00,3,6,7,5.00,0.00,91,640.00,6636,1529,209033879,12,2060.0,158.46153846153845,80.0
가이샤,엘리시움,나이트로드,291,41.141,2018-07-02T00:00+09:00,64,892,213,69850615,82177192,73.00,476.00,61.77,95.75,94,109.75,87,100,53411,160,123,268,1350,740,4344,7771,4958,63746,68938,36060,4,4,4,1473,0,0,244,124,82,6,96.00,2,6,3,5.00,6.00,85,194.00,6386,1801,228739470,0,2060.0,158.46153846153845,80.0
마커스,베라,제로,292,24.242,2014-03-25T00:00+09:00,82,898,8808,111789536,124210590,260.00,717.00,177.81,98.06,101,138.60,180,100,99999,160,123,406,1360,770,99799,10596,8594,8228,105873,,1478,4,4,4,-249,0,50,30,75,2,12.00,3,6,3,5.00,14.00,90,230.00,10170,2871,599965725,10,2080.0,160.0,100.0
피노밍,크로아,듀얼블레이더,291,0.054,2023-06-15T00:00+09:00,84,858,249,129325451,142115879,76.00,554.00,53.95,96.29,100,120.20,74,100,99999,160,123,428,1350,750,10906,15551,9598,91152,63553,29931,4,4,4,1473,518,284,23,27,85,6,12.00,5,6,0,5.00,14.00,91,77.00,10317,2641,599806043,10,2050.0,157.69230769230768,70.0
광도도,스카니아,듀얼블레이더,291,31.229,2017-07-27T00:00+09:00,49,382,8903,138940129,154377917,190.00,346.00,115.53,82.76,113,105.10,72,100,61219,160,123,296,1350,750,3524,5358,3084,59043,49592,23532,4,4,4,1473,0,-206,289,251,51,6,107.00,4,6,7,5.00,0.00,90,412.00,7753,1473,190995617,10,2070.0,159.23076923076923,90.0
대선이,엘리시움,팬텀,292,55.085,2014-08-25T00:00+09:00,74,563,879,204347103,224557251,168.00,349.00,219.38,88.89,122,116.80,94,100,52496,160,123,330,1350,750,5300,8021,5359,61202,83197,41142,4,4,4,1478,-392,-190,339,254,55,5,117.00,5,6,7,5.00,6.00,91,473.00,7982,1820,212636845,10,2070.0,159.23076923076923,90.0
Special,베라,다크나이트,291,17.183,2021-02-04T00:00+09:00,90,863,186,204916779,225183271,97.00,432.00,190.82,95.82,110,135.80,49,100,99999,160,123,376,1380,750,73522,8387,5613,5930,95980,33388,1473,4,4,4,0,0,262,188,55,4,70.00,7,6,7,5.00,0.00,91,572.00,8721,1977,334088250,10,2070.0,159.23076923076923,90.0
구고길,스카니아,바이퍼,290,88.54,2023-07-08T00:00+09:00,85,887,127,202768688,222822733,124.00,621.00,36.73,98.55,93,157.05,75,100,99999,160,123,404,1350,750,94604,16195,10684,10645,74311,28005,1468,4,4,4,-60,0,22,36,76,5,12.00,0,6,0,5.00,14.00,91,177.00,10845,2814,599756604,10,2040.0,156.92307692307693,60.0
1991,베라,소울마스터,290,5.24,2023-07-14T00:00+09:00,85,896,71,94973983,105526646,67.00,538.00,10.00,95.94,65,124.20,81,100,99999,170,123,366,1350,750,101438,12446,8486,7587,76768,18555,1468,4,4,4,0,0,45,38,55,4,52.00,5,6,7,5.00,6.00,90,191.00,10251,2477,604483111,10,2070.0,159.23076923076923,90.0
해린,베라,비숍,295,7.467,2016-09-07T00:00+09:00,0,0,22035,137673386,144919352,72.00,314.00,68.25,88.17,135,116.20,89,100,33704,160,123,391,1350,760,8753,7911,92169,12841,30208,72549,4,4,1493,4,0,-221,76,46,203,4,103.00,0,6,7,15.00,6.00,95,310.00,2794,10938,406440563,10,2080.0,160.0,100.0
일짱,엘리시움,윈드브레이커,291,34.984,2022-06-30T00:00+09:00,95,872,837,147360476,171349387,185.00,373.00,79.37,96.05,135,145.35,70,100,59265,160,123,278,1350,740,10742,66670,6743,7319,79880,40382,4,1473,4,4,0,0,338,251,50,4,102.00,4,6,7,5.00,6.00,86,631.00,9294,2120,212118895,0,2060.0,158.46153846153845,80.0
봐료,엘리시움,"아크메이지(불,독)",290,91.123,2022-04-26T00:00+09:00,0,0,37,118898647,125156468,154.00,293.00,54.00,94.46,99,135.80,60,100,29152,160,123,339,1350,740,5435,5405,71699,9729,44600,74244,4,4,1468,4,0,0,262,189,198,4,43.00,5,6,7,15.00,0.00,95,411.25,2509,8992,247202922,12,2040.0,156.92307692307693,60.0
큐링,크로아,캐논마스터,294,13.091,2019-05-04T00:00+09:00,93,783,499,141808487,164893587,156.00,379.00,74.76,91.52,100,126.85,64,100,99999,160,123,301,1350,760,64851,8818,6610,6170,70047,34167,1488,4,4,4,0,0,290,254,117,2,144.00,5,6,7,5.00,0.00,86,520.00,9161,1934,217007860,10,2080.0,160.0,100.0
아라슬,크로아,비숍,286,73.407,2017-09-10T00:00+09:00,88,892,332,134181858,141244060,66.00,475.00,58.73,97.59,105,112.75,83,100,38612,170,123,399,1365,610,10050,9694,98720,13369,45262,72247,4,4,1448,4,-197,-98,12,0,170,4,12.00,0,5,0,15.00,14.00,95,49.00,2997,10942,601988207,30,1930.0,148.46153846153845,0.0
템퍼,루나,카데나,290,95.02,2018-07-07T00:00+09:00,94,889,569,123420847,137134273,116.00,558.00,10.00,97.75,83,128.00,59,100,77099,160,123,414,1360,750,11400,14079,9495,97275,52481,23216,4,4,4,1468,0,0,23,27,74,6,22.00,2,6,27,5.00,14.00,90,156.00,10709,2690,635761900,10,2050.0,157.69230769230768,70.0
LoveForce,루나,섀도어,287,90.389,2020-10-25T00:00+09:00,50,826,107,155940936,171363663,138.00,403.00,77.05,90.32,103,158.45,74,100,99999,160,123,376,1320,660,7097,9757,6470,73520,65219,32190,4,4,4,1453,0,0,281,207,50,6,31.00,3,6,6,5.00,6.00,91,215.00,10061,2059,351301175,8,1980.0,152.30769230769232,0.0
갱이와,엘리시움,데몬슬레이어,291,37.77,2011-08-04T00:00+09:00,67,897,13287,120369728,133744141,64.00,455.00,73.03,97.51,90,109.80,91,100,99999,170,123,390,1360,760,96733,12337,8578,9173,85408,,1473,4,4,4,-464,0,26,31,119,5,12.00,0,6,27,5.00,6.00,90,170.00,9837,2799,596825128,10,2080.0,160.0,100.0
오빠안되욤,제니스,데몬어벤져,288,62.206,2013-04-28T00:00+09:00,84,853,644,153718599,170798441,101.00,476.00,39.15,97.19,90,99.05,40,100,56118,160,123,404,1350,660,5529,4892,3888,3784,500000,,4,4,4,4,21801,0,10,8,55,4,12.00,2,6,27,5.00,14.00,90,141.00,9311,2462,596598202,0,1980.0,152.30769230769232,0.0
